Name,Roll,Branch,StartYear,PreviousCourses,CurrentCourses
Aarav K_1453,DPA73,EE,2023,AI:5|DAA:8,AI|CN|OS
Aadhya S_1454,HHS63,CSE,2020,CN:8,DBMS|OS
Atharv M_1455,JQR11,DS,2022,DAA:7|CN:7|DBMS:8,COA|AI|OS
Myra R_1456,LBY37,CE,2025,SE:6|DBMS:5|ML:8|CN:6,COA
Atharv M_1457,JQR11,DS,2019,DAA:7|CN:7|DBMS:8,COA|AI|OS
Myra A_1458,249,CE,2021,SE:5|ML:6|COA:10,DBMS|AI|ML
Saanvi A_1459,346,CE,2018,CN:7|SE:5|ML:10,DSA|AI|ML
Rian R_1460,574,ME,2022,DBMS:10|DSA:10|SE:9,DBMS|OS
Sai S_1461,FVB35,ECE,2020,DSA:10|ML:8,CN
Aditya P_1462,412,ME,2020,SE:9,DBMS|DSA
Pari R_1463,267,DS,2023,COA:9|CN:7,DBMS|DSA
Saanvi P_1464,247,CE,2023,DAA:8,DSA|CN|COA
Myra R_1465,LBY37,CE,2019,SE:6|DBMS:5|ML:8|CN:6,COA
Sai R_1466,VRP70,CE,2024,DAA:5|OS:9,DBMS|OS|AI
Rian R_1467,183,CE,2018,COA:8,CN
Navya S_1468,870,DS,2016,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Rian R_1469,574,ME,2019,DBMS:10|DSA:10|SE:9,DBMS|OS
Aarohi P_1470,626,EE,2021,OOPS:6,OS
Rian R_1471,183,CE,2018,COA:8,CN
Ananya M_1472,862,AIML,2023,OS:6|DBMS:7|CN:7,CN
Aarav K_1473,DPA73,EE,2025,AI:5|DAA:8,AI|CN|OS
Aarav K_1474,DPA73,EE,2019,AI:5|DAA:8,AI|CN|OS
Aarohi P_1475,626,EE,2025,OOPS:6,OS
Vihaan K_1476,AZS78,ME,2025,CN:6|COA:10,DBMS|OS
Rian R_1477,183,CE,2019,COA:8,CN
Aarohi P_1478,626,EE,2020,OOPS:6,OS
Atharv P_1479,DWV26,IT,2021,TOC:9,ML
Aarav K_1480,KDB69,DS,2025,DSA:8|TOC:8|DBMS:8,DBMS|CN
Aarav K_1481,DPA73,EE,2022,AI:5|DAA:8,AI|CN|OS
Aarav K_1482,DPA73,EE,2019,AI:5|DAA:8,AI|CN|OS
Myra A_1483,249,CE,2020,SE:5|ML:6|COA:10,DBMS|AI|ML
Sai S_1484,FVB35,ECE,2019,DSA:10|ML:8,CN
Navya P_1485,GLC69,ME,2024,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Aditya K_1486,841,CE,2024,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Riya T_1487,692,ECE,2024,DBMS:6|OOPS:5,DSA|AI
Ananya A_1488,GCJ17,EE,2023,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Reyansh S_1489,AJQ25,ECE,2021,AI:6,COA|ML|DSA
Ananya T_1490,374,CSE,2016,CN:7,ML
Ananya A_1491,GCJ17,EE,2019,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Reyansh K_1492,FMA79,CSE,2019,COA:7|OS:8,OS
Pari R_1493,267,DS,2027,COA:9|CN:7,DBMS|DSA
Ira P_1494,650,ME,2019,CN:6|TOC:6,OS
Sai R_1495,VRP70,CE,2021,DAA:5|OS:9,DBMS|OS|AI
Muhammad P_1496,WBP33,ME,2024,TOC:5,AI
Aditya K_1497,841,CE,2024,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Reyansh M_1498,900,IT,2020,DAA:5|CN:6|OOPS:6|OS:9,OS
Navya S_1499,870,DS,2022,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Muhammad P_1500,WBP33,ME,2023,TOC:5,AI
Muhammad P_1501,WBP33,ME,2020,TOC:5,AI
Rian A_1502,MRC72,CE,2025,DSA:7,DSA|ML|DBMS
Atharv P_1503,DWV26,IT,2024,TOC:9,ML
Saanvi A_1504,346,CE,2021,CN:7|SE:5|ML:10,DSA|AI|ML
Muhammad P_1505,NZR11,CE,2021,CN:5|DSA:7|TOC:7,AI|OS|CN
Ananya M_1506,862,AIML,2020,OS:6|DBMS:7|CN:7,CN
Aarohi P_1507,626,EE,2025,OOPS:6,OS
Shaurya A_1508,667,ME,2020,OOPS:8,OS|CN|ML
Angel P_1509,874,EE,2025,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Riya T_1510,692,ECE,2022,DBMS:6|OOPS:5,DSA|AI
Vihaan K_1511,AZS78,ME,2022,CN:6|COA:10,DBMS|OS
Muhammad P_1512,WBP33,ME,2024,TOC:5,AI
Ananya A_1513,GCJ17,EE,2018,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Navya S_1514,870,DS,2021,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Sara R_1515,998,IT,2024,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Atharv M_1516,JQR11,DS,2019,DAA:7|CN:7|DBMS:8,COA|AI|OS
Aarav T_1517,TXU38,EE,2023,DAA:5|DSA:10,DSA
Sai S_1518,FVB35,ECE,2017,DSA:10|ML:8,CN
Aarav K_1519,DPA73,EE,2021,AI:5|DAA:8,AI|CN|OS
Aadhya S_1520,HHS63,CSE,2022,CN:8,DBMS|OS
Aarav K_1521,DPA73,EE,2022,AI:5|DAA:8,AI|CN|OS
Saanvi P_1522,247,CE,2021,DAA:8,DSA|CN|COA
Vivaan R_1523,LUU29,CSE,2020,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Vivaan R_1524,LUU29,CSE,2017,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Sai R_1525,VRP70,CE,2022,DAA:5|OS:9,DBMS|OS|AI
Ananya M_1526,862,AIML,2026,OS:6|DBMS:7|CN:7,CN
Aadhya S_1527,HHS63,CSE,2024,CN:8,DBMS|OS
Aarohi T_1528,ICG22,CSE,2023,OOPS:7|AI:7,DSA|OS
Muhammad P_1529,NZR11,CE,2021,CN:5|DSA:7|TOC:7,AI|OS|CN
Rian R_1530,574,ME,2020,DBMS:10|DSA:10|SE:9,DBMS|OS
Ananya M_1531,862,AIML,2024,OS:6|DBMS:7|CN:7,CN
Aadhya S_1532,HHS63,CSE,2024,CN:8,DBMS|OS
Aarohi T_1533,ICG22,CSE,2021,OOPS:7|AI:7,DSA|OS
Atharv P_1534,DWV26,IT,2025,TOC:9,ML
Aarohi P_1535,626,EE,2024,OOPS:6,OS
Myra R_1536,LBY37,CE,2023,SE:6|DBMS:5|ML:8|CN:6,COA
Arya M_1537,XIY73,DS,2021,OS:5|AI:6|CN:5,AI|DBMS|COA
Shaurya P_1538,996,ECE,2019,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Riya T_1539,692,ECE,2024,DBMS:6|OOPS:5,DSA|AI
Aarohi P_1540,626,EE,2025,OOPS:6,OS
Rian T_1541,ALE69,EE,2026,SE:6|COA:7|DAA:7|ML:6,OS|CN
Saanvi A_1542,346,CE,2020,CN:7|SE:5|ML:10,DSA|AI|ML
Shaurya A_1543,667,ME,2016,OOPS:8,OS|CN|ML
Aarohi T_1544,ICG22,CSE,2020,OOPS:7|AI:7,DSA|OS
Navya P_1545,GLC69,ME,2020,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Aarav K_1546,DPA73,EE,2025,AI:5|DAA:8,AI|CN|OS
Aarohi T_1547,ICG22,CSE,2023,OOPS:7|AI:7,DSA|OS
Pari R_1548,267,DS,2027,COA:9|CN:7,DBMS|DSA
Navya T_1549,584,IT,2026,ML:10|COA:5|DSA:5,DBMS|CN
Aarav K_1550,KDB69,DS,2020,DSA:8|TOC:8|DBMS:8,DBMS|CN
Aarohi T_1551,ICG22,CSE,2021,OOPS:7|AI:7,DSA|OS
Navya M_1552,917,EE,2020,DBMS:7|AI:7,ML
Myra A_1553,249,CE,2019,SE:5|ML:6|COA:10,DBMS|AI|ML
Navya P_1554,GLC69,ME,2024,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Kabir P_1555,UOE14,CSE,2021,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Aarav K_1556,KDB69,DS,2020,DSA:8|TOC:8|DBMS:8,DBMS|CN
Shaurya P_1557,996,ECE,2020,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Sai R_1558,VRP70,CE,2023,DAA:5|OS:9,DBMS|OS|AI
Ananya M_1559,862,AIML,2026,OS:6|DBMS:7|CN:7,CN
Ira P_1560,650,ME,2020,CN:6|TOC:6,OS
Aarohi P_1561,626,EE,2021,OOPS:6,OS
Atharv P_1562,DWV26,IT,2026,TOC:9,ML
Atharv P_1563,DWV26,IT,2022,TOC:9,ML
Pari R_1564,267,DS,2026,COA:9|CN:7,DBMS|DSA
Muhammad P_1565,WBP33,ME,2024,TOC:5,AI
Navya A_1566,646,EE,2025,TOC:7,ML|OS
Vivaan R_1567,LUU29,CSE,2018,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Arya M_1568,XIY73,DS,2023,OS:5|AI:6|CN:5,AI|DBMS|COA
Atharv P_1569,DWV26,IT,2023,TOC:9,ML
Kabir P_1570,UOE14,CSE,2021,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Rian R_1571,574,ME,2018,DBMS:10|DSA:10|SE:9,DBMS|OS
Rian A_1572,MRC72,CE,2023,DSA:7,DSA|ML|DBMS
Atharv M_1573,JQR11,DS,2019,DAA:7|CN:7|DBMS:8,COA|AI|OS
Navya M_1574,917,EE,2019,DBMS:7|AI:7,ML
Aarav K_1575,DPA73,EE,2019,AI:5|DAA:8,AI|CN|OS
Pari R_1576,267,DS,2021,COA:9|CN:7,DBMS|DSA
Muhammad P_1577,WBP33,ME,2025,TOC:5,AI
Navya M_1578,917,EE,2019,DBMS:7|AI:7,ML
Aadhya S_1579,HHS63,CSE,2024,CN:8,DBMS|OS
Saanvi A_1580,346,CE,2016,CN:7|SE:5|ML:10,DSA|AI|ML
Arya M_1581,XIY73,DS,2026,OS:5|AI:6|CN:5,AI|DBMS|COA
Saanvi S_1582,127,CE,2017,SE:8|DBMS:6,CN
Reyansh S_1583,AJQ25,ECE,2022,AI:6,COA|ML|DSA
Sai R_1584,VRP70,CE,2027,DAA:5|OS:9,DBMS|OS|AI
Ananya A_1585,GCJ17,EE,2017,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Rian R_1586,574,ME,2019,DBMS:10|DSA:10|SE:9,DBMS|OS
Reyansh M_1587,900,IT,2023,DAA:5|CN:6|OOPS:6|OS:9,OS
Rian R_1588,183,CE,2019,COA:8,CN
Ananya T_1589,374,CSE,2019,CN:7,ML
Aarav K_1590,DPA73,EE,2023,AI:5|DAA:8,AI|CN|OS
Navya A_1591,646,EE,2024,TOC:7,ML|OS
Myra R_1592,LBY37,CE,2025,SE:6|DBMS:5|ML:8|CN:6,COA
Ananya T_1593,374,CSE,2016,CN:7,ML
Ira P_1594,650,ME,2017,CN:6|TOC:6,OS
Muhammad P_1595,WBP33,ME,2022,TOC:5,AI
Reyansh S_1596,AJQ25,ECE,2026,AI:6,COA|ML|DSA
Aarav T_1597,TXU38,EE,2026,DAA:5|DSA:10,DSA
Rian T_1598,ALE69,EE,2026,SE:6|COA:7|DAA:7|ML:6,OS|CN
Vivaan R_1599,LUU29,CSE,2017,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Rian R_1600,183,CE,2017,COA:8,CN
Navya P_1601,GLC69,ME,2023,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Sai R_1602,VRP70,CE,2024,DAA:5|OS:9,DBMS|OS|AI
Navya A_1603,646,EE,2022,TOC:7,ML|OS
Navya A_1604,646,EE,2022,TOC:7,ML|OS
Vivaan R_1605,LUU29,CSE,2017,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Aadhya S_1606,HHS63,CSE,2023,CN:8,DBMS|OS
Navya A_1607,646,EE,2025,TOC:7,ML|OS
Rian T_1608,ALE69,EE,2026,SE:6|COA:7|DAA:7|ML:6,OS|CN
Vihaan K_1609,AZS78,ME,2022,CN:6|COA:10,DBMS|OS
Aarav K_1610,KDB69,DS,2024,DSA:8|TOC:8|DBMS:8,DBMS|CN
Vihaan K_1611,AZS78,ME,2026,CN:6|COA:10,DBMS|OS
Myra K_1612,TNZ13,DS,2021,COA:7|OS:8,AI
Saanvi P_1613,247,CE,2022,DAA:8,DSA|CN|COA
Reyansh K_1614,FMA79,CSE,2020,COA:7|OS:8,OS
Sai S_1615,FVB35,ECE,2017,DSA:10|ML:8,CN
Aarohi P_1616,626,EE,2021,OOPS:6,OS
Arya M_1617,XIY73,DS,2022,OS:5|AI:6|CN:5,AI|DBMS|COA
Aditya K_1618,841,CE,2021,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Aarav K_1619,KDB69,DS,2021,DSA:8|TOC:8|DBMS:8,DBMS|CN
Rian R_1620,183,CE,2021,COA:8,CN
Navya M_1621,917,EE,2025,DBMS:7|AI:7,ML
Ananya A_1622,GCJ17,EE,2019,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Aarohi P_1623,626,EE,2023,OOPS:6,OS
Pari R_1624,267,DS,2022,COA:9|CN:7,DBMS|DSA
Myra A_1625,249,CE,2021,SE:5|ML:6|COA:10,DBMS|AI|ML
Aditya P_1626,412,ME,2020,SE:9,DBMS|DSA
Aarav K_1627,DPA73,EE,2022,AI:5|DAA:8,AI|CN|OS
Ananya A_1628,GCJ17,EE,2020,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Myra K_1629,TNZ13,DS,2017,COA:7|OS:8,AI
Sai R_1630,VRP70,CE,2025,DAA:5|OS:9,DBMS|OS|AI
Sai R_1631,VRP70,CE,2026,DAA:5|OS:9,DBMS|OS|AI
Krishna K_1632,231,DS,2025,TOC:8|OOPS:7,AI|OS
Shaurya A_1633,667,ME,2016,OOPS:8,OS|CN|ML
Arya M_1634,XIY73,DS,2021,OS:5|AI:6|CN:5,AI|DBMS|COA
Arya M_1635,XIY73,DS,2021,OS:5|AI:6|CN:5,AI|DBMS|COA
Reyansh K_1636,FMA79,CSE,2020,COA:7|OS:8,OS
Aditya P_1637,412,ME,2019,SE:9,DBMS|DSA
Muhammad P_1638,NZR11,CE,2025,CN:5|DSA:7|TOC:7,AI|OS|CN
Atharv M_1639,JQR11,DS,2019,DAA:7|CN:7|DBMS:8,COA|AI|OS
Navya P_1640,GLC69,ME,2019,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Kabir P_1641,UOE14,CSE,2020,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Riya T_1642,692,ECE,2027,DBMS:6|OOPS:5,DSA|AI
Ananya A_1643,GCJ17,EE,2022,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Myra A_1644,249,CE,2022,SE:5|ML:6|COA:10,DBMS|AI|ML
Sai S_1645,FVB35,ECE,2016,DSA:10|ML:8,CN
Aarohi T_1646,ICG22,CSE,2021,OOPS:7|AI:7,DSA|OS
Aarohi P_1647,626,EE,2021,OOPS:6,OS
Reyansh K_1648,FMA79,CSE,2020,COA:7|OS:8,OS
Arya M_1649,XIY73,DS,2027,OS:5|AI:6|CN:5,AI|DBMS|COA
Muhammad P_1650,WBP33,ME,2024,TOC:5,AI
Aarohi T_1651,ICG22,CSE,2020,OOPS:7|AI:7,DSA|OS
Muhammad P_1652,WBP33,ME,2020,TOC:5,AI
Sai S_1653,FVB35,ECE,2017,DSA:10|ML:8,CN
Shaurya P_1654,996,ECE,2019,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Rian T_1655,ALE69,EE,2024,SE:6|COA:7|DAA:7|ML:6,OS|CN
Aarav K_1656,DPA73,EE,2023,AI:5|DAA:8,AI|CN|OS
Ananya M_1657,862,AIML,2020,OS:6|DBMS:7|CN:7,CN
Ananya M_1658,862,AIML,2021,OS:6|DBMS:7|CN:7,CN
Aarohi P_1659,626,EE,2024,OOPS:6,OS
Ananya M_1660,862,AIML,2022,OS:6|DBMS:7|CN:7,CN
Myra A_1661,249,CE,2019,SE:5|ML:6|COA:10,DBMS|AI|ML
Aarohi T_1662,ICG22,CSE,2018,OOPS:7|AI:7,DSA|OS
Shaurya A_1663,667,ME,2022,OOPS:8,OS|CN|ML
Krishna K_1664,231,DS,2020,TOC:8|OOPS:7,AI|OS
Muhammad P_1665,NZR11,CE,2020,CN:5|DSA:7|TOC:7,AI|OS|CN
Saanvi A_1666,346,CE,2021,CN:7|SE:5|ML:10,DSA|AI|ML
Krishna R_1667,560,CE,2025,OS:5,ML|DSA
Reyansh K_1668,FMA79,CSE,2023,COA:7|OS:8,OS
Aditya P_1669,412,ME,2025,SE:9,DBMS|DSA
Shaurya A_1670,667,ME,2017,OOPS:8,OS|CN|ML
Rian A_1671,MRC72,CE,2024,DSA:7,DSA|ML|DBMS
Arya M_1672,XIY73,DS,2024,OS:5|AI:6|CN:5,AI|DBMS|COA
Navya P_1673,GLC69,ME,2021,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Aditya P_1674,412,ME,2023,SE:9,DBMS|DSA
Rian A_1675,MRC72,CE,2024,DSA:7,DSA|ML|DBMS
Navya M_1676,917,EE,2023,DBMS:7|AI:7,ML
Ira P_1677,650,ME,2022,CN:6|TOC:6,OS
Muhammad P_1678,NZR11,CE,2022,CN:5|DSA:7|TOC:7,AI|OS|CN
Krishna K_1679,231,DS,2025,TOC:8|OOPS:7,AI|OS
Sai S_1680,FVB35,ECE,2019,DSA:10|ML:8,CN
Myra K_1681,TNZ13,DS,2021,COA:7|OS:8,AI
Rian R_1682,183,CE,2021,COA:8,CN
Arya M_1683,XIY73,DS,2024,OS:5|AI:6|CN:5,AI|DBMS|COA
Ananya A_1684,GCJ17,EE,2021,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Aarohi P_1685,626,EE,2022,OOPS:6,OS
Angel P_1686,874,EE,2019,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Myra K_1687,TNZ13,DS,2017,COA:7|OS:8,AI
Kabir P_1688,UOE14,CSE,2020,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Arya M_1689,XIY73,DS,2022,OS:5|AI:6|CN:5,AI|DBMS|COA
Reyansh K_1690,FMA79,CSE,2023,COA:7|OS:8,OS
Vivaan R_1691,LUU29,CSE,2023,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Aarav T_1692,TXU38,EE,2023,DAA:5|DSA:10,DSA
Rian T_1693,ALE69,EE,2022,SE:6|COA:7|DAA:7|ML:6,OS|CN
Vihaan K_1694,AZS78,ME,2021,CN:6|COA:10,DBMS|OS
Myra K_1695,TNZ13,DS,2018,COA:7|OS:8,AI
Shaurya P_1696,996,ECE,2024,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Navya T_1697,584,IT,2026,ML:10|COA:5|DSA:5,DBMS|CN
Navya S_1698,870,DS,2022,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Shaurya P_1699,996,ECE,2019,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Rian A_1700,MRC72,CE,2022,DSA:7,DSA|ML|DBMS
Saanvi A_1701,346,CE,2018,CN:7|SE:5|ML:10,DSA|AI|ML
Atharv M_1702,JQR11,DS,2018,DAA:7|CN:7|DBMS:8,COA|AI|OS
Aarav T_1703,TXU38,EE,2021,DAA:5|DSA:10,DSA
Reyansh S_1704,AJQ25,ECE,2025,AI:6,COA|ML|DSA
Aditya P_1705,412,ME,2022,SE:9,DBMS|DSA
Aditya K_1706,841,CE,2018,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Aarohi T_1707,ICG22,CSE,2022,OOPS:7|AI:7,DSA|OS
Aditya P_1708,412,ME,2019,SE:9,DBMS|DSA
Ananya A_1709,GCJ17,EE,2017,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Rian R_1710,183,CE,2019,COA:8,CN
Aarohi P_1711,626,EE,2025,OOPS:6,OS
Aarav K_1712,KDB69,DS,2025,DSA:8|TOC:8|DBMS:8,DBMS|CN
Myra R_1713,LBY37,CE,2025,SE:6|DBMS:5|ML:8|CN:6,COA
Kabir P_1714,UOE14,CSE,2021,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Saanvi A_1715,346,CE,2016,CN:7|SE:5|ML:10,DSA|AI|ML
Krishna K_1716,231,DS,2020,TOC:8|OOPS:7,AI|OS
Saanvi A_1717,346,CE,2022,CN:7|SE:5|ML:10,DSA|AI|ML
Aarav K_1718,DPA73,EE,2022,AI:5|DAA:8,AI|CN|OS
Rian T_1719,ALE69,EE,2025,SE:6|COA:7|DAA:7|ML:6,OS|CN
Aarav T_1720,TXU38,EE,2026,DAA:5|DSA:10,DSA
Myra K_1721,TNZ13,DS,2022,COA:7|OS:8,AI
Muhammad P_1722,NZR11,CE,2025,CN:5|DSA:7|TOC:7,AI|OS|CN
Pari R_1723,267,DS,2025,COA:9|CN:7,DBMS|DSA
Muhammad P_1724,WBP33,ME,2022,TOC:5,AI
Vihaan K_1725,AZS78,ME,2020,CN:6|COA:10,DBMS|OS
Sara R_1726,998,IT,2025,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Sai S_1727,FVB35,ECE,2018,DSA:10|ML:8,CN
Kabir P_1728,UOE14,CSE,2024,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Aarohi P_1729,626,EE,2022,OOPS:6,OS
Myra A_1730,249,CE,2022,SE:5|ML:6|COA:10,DBMS|AI|ML
Sara R_1731,998,IT,2026,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Saanvi P_1732,247,CE,2019,DAA:8,DSA|CN|COA
Sai R_1733,VRP70,CE,2027,DAA:5|OS:9,DBMS|OS|AI
Aadhya S_1734,HHS63,CSE,2021,CN:8,DBMS|OS
Angel P_1735,874,EE,2025,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Ananya A_1736,GCJ17,EE,2019,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Navya A_1737,646,EE,2022,TOC:7,ML|OS
Aarav T_1738,TXU38,EE,2022,DAA:5|DSA:10,DSA
Pari R_1739,267,DS,2025,COA:9|CN:7,DBMS|DSA
Muhammad P_1740,NZR11,CE,2020,CN:5|DSA:7|TOC:7,AI|OS|CN
Sai S_1741,FVB35,ECE,2021,DSA:10|ML:8,CN
Saanvi S_1742,127,CE,2020,SE:8|DBMS:6,CN
Riya T_1743,692,ECE,2026,DBMS:6|OOPS:5,DSA|AI
Ananya A_1744,GCJ17,EE,2020,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Ananya M_1745,862,AIML,2026,OS:6|DBMS:7|CN:7,CN
Aarav K_1746,DPA73,EE,2024,AI:5|DAA:8,AI|CN|OS
Rian T_1747,ALE69,EE,2024,SE:6|COA:7|DAA:7|ML:6,OS|CN
Muhammad P_1748,NZR11,CE,2026,CN:5|DSA:7|TOC:7,AI|OS|CN
Saanvi P_1749,247,CE,2018,DAA:8,DSA|CN|COA
Saanvi S_1750,127,CE,2022,SE:8|DBMS:6,CN
Atharv M_1751,JQR11,DS,2021,DAA:7|CN:7|DBMS:8,COA|AI|OS
Ira P_1752,650,ME,2018,CN:6|TOC:6,OS
Sai S_1753,FVB35,ECE,2016,DSA:10|ML:8,CN
Myra K_1754,TNZ13,DS,2019,COA:7|OS:8,AI
Aditya K_1755,841,CE,2018,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Ananya A_1756,GCJ17,EE,2022,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Vihaan K_1757,AZS78,ME,2025,CN:6|COA:10,DBMS|OS
Navya P_1758,GLC69,ME,2021,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Pari R_1759,267,DS,2026,COA:9|CN:7,DBMS|DSA
Aarav T_1760,TXU38,EE,2023,DAA:5|DSA:10,DSA
Shaurya P_1761,996,ECE,2019,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Sai S_1762,FVB35,ECE,2018,DSA:10|ML:8,CN
Reyansh S_1763,AJQ25,ECE,2026,AI:6,COA|ML|DSA
Shaurya A_1764,667,ME,2016,OOPS:8,OS|CN|ML
Reyansh K_1765,FMA79,CSE,2023,COA:7|OS:8,OS
Muhammad P_1766,WBP33,ME,2020,TOC:5,AI
Reyansh S_1767,AJQ25,ECE,2023,AI:6,COA|ML|DSA
Pari R_1768,267,DS,2025,COA:9|CN:7,DBMS|DSA
Rian R_1769,574,ME,2018,DBMS:10|DSA:10|SE:9,DBMS|OS
Saanvi P_1770,247,CE,2020,DAA:8,DSA|CN|COA
Ananya T_1771,374,CSE,2020,CN:7,ML
Saanvi P_1772,247,CE,2024,DAA:8,DSA|CN|COA
Sai S_1773,FVB35,ECE,2021,DSA:10|ML:8,CN
Myra K_1774,TNZ13,DS,2022,COA:7|OS:8,AI
Aditya P_1775,412,ME,2024,SE:9,DBMS|DSA
Navya A_1776,646,EE,2020,TOC:7,ML|OS
Navya T_1777,584,IT,2021,ML:10|COA:5|DSA:5,DBMS|CN
Navya M_1778,917,EE,2025,DBMS:7|AI:7,ML
Ananya A_1779,GCJ17,EE,2022,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Navya A_1780,646,EE,2019,TOC:7,ML|OS
Shaurya A_1781,667,ME,2018,OOPS:8,OS|CN|ML
Saanvi P_1782,247,CE,2020,DAA:8,DSA|CN|COA
Sara R_1783,998,IT,2024,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Aarav K_1784,DPA73,EE,2023,AI:5|DAA:8,AI|CN|OS
Aditya K_1785,841,CE,2020,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Angel P_1786,874,EE,2021,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Saanvi P_1787,247,CE,2022,DAA:8,DSA|CN|COA
Ananya M_1788,862,AIML,2020,OS:6|DBMS:7|CN:7,CN
Rian A_1789,MRC72,CE,2023,DSA:7,DSA|ML|DBMS
Myra K_1790,TNZ13,DS,2019,COA:7|OS:8,AI
Ananya A_1791,GCJ17,EE,2018,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Reyansh K_1792,FMA79,CSE,2024,COA:7|OS:8,OS
Aarav K_1793,DPA73,EE,2020,AI:5|DAA:8,AI|CN|OS
Aarav T_1794,TXU38,EE,2023,DAA:5|DSA:10,DSA
Reyansh S_1795,AJQ25,ECE,2023,AI:6,COA|ML|DSA
Ananya A_1796,GCJ17,EE,2019,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Saanvi P_1797,247,CE,2022,DAA:8,DSA|CN|COA
Muhammad P_1798,NZR11,CE,2023,CN:5|DSA:7|TOC:7,AI|OS|CN
Rian T_1799,ALE69,EE,2024,SE:6|COA:7|DAA:7|ML:6,OS|CN
Myra A_1800,249,CE,2020,SE:5|ML:6|COA:10,DBMS|AI|ML
Shaurya A_1801,667,ME,2021,OOPS:8,OS|CN|ML
Reyansh M_1802,900,IT,2018,DAA:5|CN:6|OOPS:6|OS:9,OS
Navya M_1803,917,EE,2021,DBMS:7|AI:7,ML
Navya S_1804,870,DS,2022,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Reyansh S_1805,AJQ25,ECE,2023,AI:6,COA|ML|DSA
Sai S_1806,FVB35,ECE,2019,DSA:10|ML:8,CN
Muhammad P_1807,NZR11,CE,2024,CN:5|DSA:7|TOC:7,AI|OS|CN
Myra R_1808,LBY37,CE,2020,SE:6|DBMS:5|ML:8|CN:6,COA
Aarohi T_1809,ICG22,CSE,2018,OOPS:7|AI:7,DSA|OS
